id,external_source,name,alias,description,difficulty,meal_type,cuisine,dietary_tags,servings,prep_time,cook_time,calories_per_serving,protein,instructions,image_url,local_image,enabled,verified,verification_status,confidence_score
100010,manual,Bunny Chow,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gd81ed909ab75b7056a84c8fbbb80e718649b7397bc83cf330489eb0dbb84a9f89827069ee62e06bf244f315d6a064d7079859b5665f71e25ad2448604ae72f51_640.jpg,food_dataset_v2\recipe_images\100010_bunny_chow.jpg,True,True,AUTO_IMPORTED,0.95
100011,manual,Bobotie,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100012,manual,Biltong,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g9e82202d0035b5fd3f51901438c60cf39f8e59f12ce53e6fb8f96556858491bb9862094cc17b1de9ccac459d068a3a4235351d12ccb5d73400f06b4afc81b9ed_640.jpg,food_dataset_v2\recipe_images\100012_biltong.jpg,True,True,AUTO_IMPORTED,0.95
100013,manual,Pap en Vleis,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g7969f02d796ff42b91cab0260ee21c2f2ab2ed6372bb66a40389f3919f7420fb73efdf5416b67e8ac60800081ff30f6d98d4aca72a0c2edd5076df90bb7f0a07_640.jpg,food_dataset_v2\recipe_images\100013_pap_en_vleis.jpg,True,True,AUTO_IMPORTED,0.95
100014,manual,Potjiekos,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100015,manual,Malva Pudding,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g3942c97a30e81198f90d217a2c2aed00d36cefb8c6bffb89f07b8ce8ce8b855ab73afcb6fdc45a1eef4c47781107a861_640.jpg,food_dataset_v2\recipe_images\100015_malva_pudding.jpg,True,True,AUTO_IMPORTED,0.95
100016,manual,Koeksisters,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100017,manual,Chakalaka,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100018,manual,Samp and Beans,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g27e646e2121de3d4968454f80e83c48702506107f38b9ddc9c6326236a34c28f0d695ac76c5cb55912291611f3a994209259f90cd3b29f65e62d4c3b2076894b_640.jpg,food_dataset_v2\recipe_images\100018_samp_and_beans.jpg,True,True,AUTO_IMPORTED,0.95
100019,manual,Melktert,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100020,manual,Injera,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100021,manual,Doro Wat,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g1a2912fa9857bfbd2c65c1b946194e3e8aed0a3b1d716975b1bf7234afd7407768dfaa99d0dae78722a471d37d8d57239bad641e0d2a6992a53cf6ede54444d6_640.jpg,food_dataset_v2\recipe_images\100021_doro_wat.jpg,True,True,AUTO_IMPORTED,0.95
100022,manual,Kitfo,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100023,manual,Tibs,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100024,manual,Berbere Sauce,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g4fa3c7a0edfb172d56e37ad9a73378473bc9b72981871346171090a1483628344830dfb6ced936e808bcedd99caaf1c229202f2fd60fd77454557bd17523291c_640.jpg,food_dataset_v2\recipe_images\100024_berbere_sauce.jpg,True,True,AUTO_IMPORTED,0.95
100025,manual,Shiro,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gf09a18bf979870faa7f726c8790f8deb2ceeca3d39aeaef96def739e503bf58147a6508dfc2477cb265a30f4d8a1a13fa6c52d9a96cdf6228567f92b516b54c2_640.jpg,food_dataset_v2\recipe_images\100025_shiro.jpg,True,True,AUTO_IMPORTED,0.95
100026,manual,Misir Wot,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100027,manual,Firfir,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100028,manual,Couscous,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gf4ab2ff7edd0de387d6272521142636eaf4dcbc4edd10e888ba53841a061c42458c92703b083b3e884fea775ffff9656eb3de27d7519185176bc3285d8b130aa_640.jpg,food_dataset_v2\recipe_images\100028_couscous.jpg,True,True,AUTO_IMPORTED,0.95
100029,manual,Tagine,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/ga13408d63b9da78ad9991cd1704cf31ba42e62f4da95e0ab3241886ac2ce146612e8ee83a3013b016051aa562e34c24ee14c877228c19a1cf61d10a90bdc7ab2_640.jpg,food_dataset_v2\recipe_images\100029_tagine.jpg,True,True,AUTO_IMPORTED,0.95
100030,manual,Harira,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g1011785c226718023466e4bf3a6b4bd0a4e70085d990108f4aa30ab409b82e29c16835b7eb6a0345497f36108dbd5a140f613e035cc6622613422295ce12b04f_640.jpg,food_dataset_v2\recipe_images\100030_harira.jpg,True,True,AUTO_IMPORTED,0.95
100031,manual,Pastilla,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gc6d49ac6440f0ab7e83139278dbe8a167466367c26b9c112a89c2fef27e1e29af1c735ff8274887d52a9c7a8ffb1e2149c76f62189b13b6b6469c3cc3fa6a124_640.jpg,food_dataset_v2\recipe_images\100031_pastilla.jpg,True,True,AUTO_IMPORTED,0.95
100032,manual,Mechoui,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100033,manual,Zaalouk,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100034,manual,Bissara,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gac75f7523ad1c895fbd18bc138cde37305e4326e8b49517e7ded72be38fc5a5ed87744e5d468156ecec2fe6ca56580ccf2aab945a34c5eb909cd0e2655eec648_640.jpg,food_dataset_v2\recipe_images\100034_bissara.jpg,True,True,AUTO_IMPORTED,0.95
100035,manual,Msemen,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100036,manual,Koshari,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100037,manual,Ful Medames,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gd5408369b122fc413ce25526d9f9328d1fccec6d4a2c89147dda84bfb5eca18d75c8fc9a97ae4e494da8d8ff7b395c571e0a3eda4891df868466c5a3519a724a_640.jpg,food_dataset_v2\recipe_images\100037_ful_medames.jpg,True,True,AUTO_IMPORTED,0.95
100038,manual,Taameya,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100039,manual,Hawawshi,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100040,manual,Mahshi,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100041,manual,Basbousa,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100042,manual,Om Ali,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g3b9069a36ba5574d5025431f06c34dd5dd175b754f3c8c34fae18e4f40e0a25c3d14775060fddfcc1c74323ac13783d8546062ca41ed15ffc057729acc723880_640.jpg,food_dataset_v2\recipe_images\100042_om_ali.jpg,True,True,AUTO_IMPORTED,0.95
100043,manual,Chicken Yassa,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g4608bd73856c60207bf0df17152f4c3dbd1386470bb0a16f18daaf8fc6612cf441f568791a2fc90b8e86294ead783798_640.jpg,food_dataset_v2\recipe_images\100043_chicken_yassa.jpg,True,True,AUTO_IMPORTED,0.95
100044,manual,Thieboudienne,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100045,manual,Maafe,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100046,manual,Fonio,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100047,manual,Alloco,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g5da226fc42b540a415bab4b3c13760f91690412fa814be145e09cde765af4203913e3fb72835984cba30c6c9bfa22be5_640.jpg,food_dataset_v2\recipe_images\100047_alloco.jpg,True,True,AUTO_IMPORTED,0.95
100048,manual,Garba,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g188eeb2e82bf33fa5979949e2ed953da8b16005e735df00d5d5cfb16a8691066bf21d4eff0b0ebe84da387c50ddd609d_640.jpg,food_dataset_v2\recipe_images\100048_garba.jpg,True,True,AUTO_IMPORTED,0.95
100049,manual,Nyama Choma,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/ga8c5d4040edd768b377f76e54779f857d96a3d2975e6d0d4620871b190944525ae1ee35050138d1d908c8436e72cfaea_640.jpg,food_dataset_v2\recipe_images\100049_nyama_choma.jpg,True,True,AUTO_IMPORTED,0.95
100050,manual,Ugali,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/ge6b0f8f7c13e5543aa77dafb11258a6685bf169bba14d135bf1d2ed71cdb9a32a8344a2eb9d617b3923b735ed5e935d05fd71bebd5fc16a97194ea6f72aaa04d_640.jpg,food_dataset_v2\recipe_images\100050_ugali.jpg,True,True,AUTO_IMPORTED,0.95
100051,manual,Sukuma Wiki,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/ge53f3f69e4a62a39d38a18139aacbc92db78ea04d14d7ca9a9cdc48f09b4a57916ddfcf0be392bdc74bba7c2b56266186383b79b87e958e34b75cf17f9aa1c89_640.jpg,food_dataset_v2\recipe_images\100051_sukuma_wiki.jpg,True,True,AUTO_IMPORTED,0.95
100052,manual,Chapati,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g4ee4a9a31b42a761d3509763b170746c4ee3e9023f7dbceaaf83b09b02f5a60ab823e217946e6259fc08bb0f553ded86dc5adb95874ebb2f6bdc3c75e1ae0f53_640.jpg,food_dataset_v2\recipe_images\100052_chapati.jpg,True,True,AUTO_IMPORTED,0.95
100053,manual,Mandazi,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100054,manual,Pilau,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/gb1307109821f0eb4fe6cffbc276011f93448deeff284f6ed3ba86aeec8455733e58672d5c2c106f591b0c7c551f1e0224a774c5be258a85653f53b0b08569970_640.jpg,food_dataset_v2\recipe_images\100054_pilau.jpg,True,True,AUTO_IMPORTED,0.95
100055,manual,Mutura,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100056,manual,Moambe Chicken,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g15d5f3915adb8d6a17bd3d42ba39a480b4721d15ccbffa013eac649352c5efbbcbd8b8c5a7f5d177db382f592d8a1f26_640.jpg,food_dataset_v2\recipe_images\100056_moambe_chicken.jpg,True,True,AUTO_IMPORTED,0.95
100057,manual,Saka Saka,,,medium,main,african,,4,30,30,,,,https://pixabay.com/get/g99f375eedaa5046bf36c3ac8b70fe6f06b2ec2dc1fc8ebd562f3faa62a14a4d904d2d21c24a9e0e6ef3d295adf86b9e9f6da796a7d55f261498124d2e98ea7b7_640.jpg,food_dataset_v2\recipe_images\100057_saka_saka.jpg,True,True,AUTO_IMPORTED,0.95
100058,manual,Pondu,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100059,manual,Kwanga,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100060,manual,Chikwanga,,,medium,main,african,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100061,manual,Feijoada,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g1f6e0a8b43000d6718e87d9ea994ff2e0041b2908377b33fdccce161ba0b5eb9757d61d0e6f69eb05de2e6c7fdc939a6b00209ee9094b501351a22976f03a6de_640.jpg,food_dataset_v2\recipe_images\100061_feijoada.jpg,True,True,AUTO_IMPORTED,0.95
100062,manual,Acaraje,,,medium,main,brazilian,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100063,manual,Vatapa,,,medium,main,brazilian,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100064,manual,Moqueca,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g12d2c0eb25c2cbda24a209fb0ec2be7e49be7ef002878060f4756f3eae5956d65f1101ffea7af841b7b11517d48195253c5fdea0695f879c53e3dd0013ee4f82_640.jpg,food_dataset_v2\recipe_images\100064_moqueca.jpg,True,True,AUTO_IMPORTED,0.95
100065,manual,Pao de Queijo,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g95a3973acea49cd96201f704a47780b1dc9f1ac00872fd23ef252b37aca8a568ab564b397d37dce01e6ff307f5ba3299a98e95f55abc01fd85bc6c6c53d59a08_640.jpg,food_dataset_v2\recipe_images\100065_pao_de_queijo.jpg,True,True,AUTO_IMPORTED,0.95
100066,manual,Brigadeiro,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g505d22478c1b90544a50c7fe824b3bbf2b6e018574f670788c28df0ba778832122746108528b372d102f8c4b6a135cd2fe9f99cedd49ee7d637df791c0f41d17_640.jpg,food_dataset_v2\recipe_images\100066_brigadeiro.jpg,True,True,AUTO_IMPORTED,0.95
100067,manual,Coxinha,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g73aa273fb82136571a9588f6338dc9e06e7ba8b5a55e91a5fd2e66a249d9ebbce46d05f81bae3c719f5cdcb0d9bd70e5fc9381c08aa321c32dbd4b884ba470db_640.jpg,food_dataset_v2\recipe_images\100067_coxinha.jpg,True,True,AUTO_IMPORTED,0.95
100068,manual,Picanha,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/g45d57a44a77a32ad4102550d561e37bf08329e9e527682532b73367d1eee5602b68ba7ecc1ada759cc786949624c2624543cc8d2ebf39d92ce5c6f9dde28ea25_640.jpg,food_dataset_v2\recipe_images\100068_picanha.jpg,True,True,AUTO_IMPORTED,0.95
100069,manual,Aca Bowl,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/gd50ea3a3fc82fd18fbb2ca259fea8c6b7d1eb0361fb844c5683b0d7a5c407b19049d61878c534c46498373a5476224862b7d2cca77ec66ae3c8f92e1201bc250_640.jpg,food_dataset_v2\recipe_images\100069_aca_bowl.jpg,True,True,AUTO_IMPORTED,0.95
100070,manual,Tapioca Crepe,,,medium,main,brazilian,,4,30,30,,,,https://pixabay.com/get/gdd4535f7b1e1b7b62e4a1861f3d7947f8abb96fcf57ea9b11b6565960835dae73925ecc480b71833c83f730f02db70e8_640.jpg,food_dataset_v2\recipe_images\100070_tapioca_crepe.jpg,True,True,AUTO_IMPORTED,0.95
100071,manual,Ropa Vieja,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g1a5cf543997e91c54fb5d452b5ff88fcd5b2bde0e55d9a3b3c731f1c76e92ca3bce2a506a2d100bbe7e80d6dae87dc09_640.jpg,food_dataset_v2\recipe_images\100071_ropa_vieja.jpg,True,True,AUTO_IMPORTED,0.95
100072,manual,Arroz Con Pollo,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g80e9d4a68f94d5c88374edc4a53440019daadd1cb06d021019df7fc0e0f1a11cf801db629081fdef1fa85be02ca70020ab5cf2d5c318ede647db51ec9c91a8b4_640.jpg,food_dataset_v2\recipe_images\100072_arroz_con_pollo.jpg,True,True,AUTO_IMPORTED,0.95
100073,manual,Moros y Cristianos,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g2cb448ec63fc7ef6d7091e8f5b19fc550e615c823709a6a1c43f25c5e760cae925b95f19ffa4ca216c9223a564a5fa0ce998a8b69f2def327346e2423f9924d0_640.jpg,food_dataset_v2\recipe_images\100073_moros_y_cristianos.jpg,True,True,AUTO_IMPORTED,0.95
100074,manual,Rellenos,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g7b9fe86f327cede2213c2104275148789417bf4e1f6d3d28265de9a34b4c408078e519cdf9fe938e10c792f11fcf1c80dc14852a0fdf60339ef30297b83ca6ab_640.jpg,food_dataset_v2\recipe_images\100074_rellenos.jpg,True,True,AUTO_IMPORTED,0.95
100075,manual,Tostones,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g731ecb191c41f9742ec7a8f581a8dee1be48eb973be8749a1a0094f481e57daea35426f3e69326a8cbe07593fd8fa91a961766fb47c49bf36eeaab3e33cac6d2_640.jpg,food_dataset_v2\recipe_images\100075_tostones.jpg,True,True,AUTO_IMPORTED,0.95
100076,manual,Mofongo,,,medium,main,caribbean,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100077,manual,Asopao,,,medium,main,caribbean,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100078,manual,Mofongo De Camarones,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/gc7f76f6bade70edee10778c00b1d2bdd3d2c06bad7fc44b40e92d3404f6b7aab96baf3924f5549b77833d7ba6994fdf8b9a663287f1e333fbde0d8aef0a1a46e_640.jpg,food_dataset_v2\recipe_images\100078_mofongo_de_camarones.jpg,True,True,AUTO_IMPORTED,0.95
100079,manual,Tres Leches Cake,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g25724b74808102e47b6e58bd281f7f0bb30ec15d92ce0cb614b1d2fbc5bf78b86f1db876123aebec6bc180a2cb1f2f3b04fc023a4924fcb2e543665b4fd1a95a_640.jpg,food_dataset_v2\recipe_images\100079_tres_leches_cake.jpg,True,True,AUTO_IMPORTED,0.95
100080,manual,Flan De Caramelo,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/gc41a2fffd8e9d1d9f2600a588aa1487cd36704cd344fa9a0df78b6242f8d47aacc4460e49492fced41e942df38da7baa_640.jpg,food_dataset_v2\recipe_images\100080_flan_de_caramelo.jpg,True,True,AUTO_IMPORTED,0.95
100081,manual,Jerk Chicken,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g39675207c8fdc0b87069f65ab8a58815d31e804edc4153eebf2166da384d50499c368b54e10ae2d254bc3c801c765636_640.jpg,food_dataset_v2\recipe_images\100081_jerk_chicken.jpg,True,True,AUTO_IMPORTED,0.95
100082,manual,Rice and Peas,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g1094aa9bf9a22f1c1f0f82553c78155a2a2ce5ebe6946edc1ba6b1f858e7584435a141efc8a03457fbb687a5dd05b212_640.jpg,food_dataset_v2\recipe_images\100082_rice_and_peas.jpg,True,True,AUTO_IMPORTED,0.95
100083,manual,Ackee and Saltfish,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g5f9f8494fc4a59a036fc58ddcac8aa492805dd4d2d8c4c26c516096488c3aeb00d2c16702aa96fbcf7615515c19764cd_640.jpg,food_dataset_v2\recipe_images\100083_ackee_and_saltfish.jpg,True,True,AUTO_IMPORTED,0.95
100084,manual,Curry Goat,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/gb6711b00d2ba8e7c0a4844cafa5bc56c52782b4551145b655b75ff2a8f5fb6558105910bd20a54384d5e7dc7593a9039186b583d6c79cf42b9d5cd13e7d0672e_640.jpg,food_dataset_v2\recipe_images\100084_curry_goat.jpg,True,True,AUTO_IMPORTED,0.95
100085,manual,Festival,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/gf5efa355b5853c8fa5b369348484713d152828db9600db7243d62d06dc5f0007002972f619210c02fd086d873c23e610f77189a3a2532c875efcc9fe813b9255_640.jpg,food_dataset_v2\recipe_images\100085_festival.jpg,True,True,AUTO_IMPORTED,0.95
100086,manual,Fried Plantains,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/gf66903888fbc987a616b1dcc6275e682c83d09c53cb26f6935c4725207319c9f6c45d633e87e5a1dd688fd12e2bf3162d81c223fb72f4be2f22387f741046e6b_640.jpg,food_dataset_v2\recipe_images\100086_fried_plantains.jpg,True,True,AUTO_IMPORTED,0.95
100087,manual,Callaloo,,,medium,main,caribbean,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100088,manual,Doubles,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/g9970293bcc3812659e6658c4e0791f3c934889fea8735f6ac844d9eddf1a9080229616acd628281f7949278e9a3f4370cf1cfa12827c5d3d7c56c368f82ff6cb_640.jpg,food_dataset_v2\recipe_images\100088_doubles.jpg,True,True,AUTO_IMPORTED,0.95
100089,manual,Roti Canai,,,medium,main,caribbean,,4,30,30,,,,https://pixabay.com/get/ge48a7131c2ff34004f3ced021874554895f9cd51d5fd8069f0dda9f0d5ecc5571591a73c2f24aa1dd5dcfe576c0aef33af527a334dc40c3d3efc78a9131d8318_640.jpg,food_dataset_v2\recipe_images\100089_roti_canai.jpg,True,True,AUTO_IMPORTED,0.95
100090,manual,Pelau,,,medium,main,caribbean,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100091,manual,Ceviche,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/g014b8f2d4f9f4eb2219346aab1a7496fdf2b5a9d3ae282ef299cc256bc9786c7e527dddcb03f38ea7a0c8e4c88ea98d9e8ce3910a0a81152ffbfd99a5722b0d2_640.jpg,food_dataset_v2\recipe_images\100091_ceviche.jpg,True,True,AUTO_IMPORTED,0.95
100092,manual,Empanadas,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/gab43b33ab43d368f83fd9db70ccacb4705de99906f6e079ef4c2d32745a910900fcabf3cd1a73327538f8211d7cc4e020aa53691bc96b3370aa689af3915c4c1_640.jpg,food_dataset_v2\recipe_images\100092_empanadas.jpg,True,True,AUTO_IMPORTED,0.95
100093,manual,Chimichurri,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/g9a824dac47dd9f4c44bdbba3dc014a29cdde394ab0d1d4f65539f9834e34018ec48190992d0b23bf6520327e536e1d99636d02dea96664793730892eb342ee93_640.jpg,food_dataset_v2\recipe_images\100093_chimichurri.jpg,True,True,AUTO_IMPORTED,0.95
100094,manual,Dulce De Leche,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/g7901767b1d4639669a45dc5f1015f85e6e76c0370fe20846d1b29e4fa9db0ff584e04572bda167d2f90a868e003bd0399b78f08e922081075b3ce73c38edc87d_640.jpg,food_dataset_v2\recipe_images\100094_dulce_de_leche.jpg,True,True,AUTO_IMPORTED,0.95
100095,manual,Humita,,,medium,main,south_american,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100096,manual,Pastel De Choclo,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/gd333bfd76c5065f4100a574ef704747c6c0771d5c518c8b77733713ea7372d5f44cdd81af736ff95a1b8601854c77666cd1670da829288bb28ded06d19b061c8_640.jpg,food_dataset_v2\recipe_images\100096_pastel_de_choclo.jpg,True,True,AUTO_IMPORTED,0.95
100097,manual,Cazuela,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/g64b0bdc4acffc9276fa25c9dc44b61455cdbe0c324548f938d8f2a07fd44fa5bf730c03a46a2199212ed9593b209485a_640.jpg,food_dataset_v2\recipe_images\100097_cazuela.jpg,True,True,AUTO_IMPORTED,0.95
100098,manual,Chorrillana,,,medium,main,south_american,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100099,manual,Sopaipillas,,,medium,main,south_american,,4,30,30,,,,,,True,True,AUTO_IMPORTED,0.95
100100,manual,Alfajores De Maizena,,,medium,main,south_american,,4,30,30,,,,https://pixabay.com/get/g9e925547099e390256df66b8a6a2805d3ec09215a831804705a6a71850f4361e46cbaba01d97bb05f4ec3d5179970e9cdbbf711ee35eb76f3f5af64eb36462b8_640.jpg,food_dataset_v2\recipe_images\100100_alfajores_de_maizena.jpg,True,True,AUTO_IMPORTED,0.95
